,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,PoolArea,MoSold,YrSold,SalePrice
93,94,190,C (all),7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,2fmCon,2.5Unf,6,6,1910,1998,Hip,TA,TA,BrkTil,TA,Fa,1046,168,1214,GasW,Ex,N,SBrkr,1260,1031,2291,2,0,4,2,TA,9,1,2,506,0,0,11,2007,133900
94,95,60,RL,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,Gd,PConc,Gd,TA,648,176,824,GasA,Ex,Y,SBrkr,905,881,1786,2,1,3,1,Gd,7,0,2,684,162,0,5,2007,204750
95,96,60,RL,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,8,1993,1993,Gable,Ex,Gd,PConc,Gd,Gd,310,370,680,GasA,Gd,Y,SBrkr,680,790,1470,2,1,3,1,TA,6,1,2,420,63,0,4,2009,185000
96,97,20,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1999,1999,Gable,Gd,TA,PConc,Gd,TA,1162,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,2,0,3,1,Gd,6,0,2,472,29,0,8,2006,214000
97,98,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,1Fam,1Story,4,5,1965,1965,Hip,TA,TA,CBlock,TA,TA,520,440,960,GasA,TA,Y,FuseF,960,0,960,1,0,3,1,TA,6,0,1,432,0,0,5,2007,94750
98,99,30,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1920,1950,Gable,TA,TA,BrkTil,TA,TA,108,350,458,GasA,Fa,N,SBrkr,835,0,835,1,0,2,1,TA,5,0,1,366,0,0,5,2010,83000
99,100,20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1959,1959,Gable,TA,TA,CBlock,TA,TA,569,381,950,GasA,Fa,Y,SBrkr,1225,0,1225,1,1,3,1,TA,6,0,0,0,0,0,1,2010,128950
100,101,20,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1977,2001,Gable,TA,TA,PConc,TA,TA,1200,410,1610,GasA,Gd,Y,SBrkr,1610,0,1610,2,0,3,1,Gd,6,2,2,480,68,0,2,2010,205000
101,102,60,RL,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1985,1985,Gable,Gd,TA,CBlock,Gd,TA,0,741,741,GasA,TA,Y,SBrkr,977,755,1732,2,1,3,1,Gd,7,1,2,476,46,0,6,2010,178000
102,103,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,Duplex,1Story,5,5,1979,1979,Gable,TA,Fa,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1535,0,1535,2,0,4,2,TA,8,0,2,410,0,0,6,2009,118964
103,104,20,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2009,2009,Gable,TA,TA,PConc,Gd,TA,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,1226,2,0,3,1,Gd,6,0,3,740,36,0,5,2010,198900
104,105,50,RM,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,7,4,1931,1950,Gable,TA,Fa,PConc,TA,TA,224,816,1040,GasA,Ex,Y,FuseF,1226,592,1818,1,1,4,1,TA,7,2,1,240,0,0,6,2007,169500
105,106,60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2003,2004,Hip,Gd,TA,PConc,Ex,TA,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,1992,2,1,3,1,Gd,9,1,2,648,45,0,8,2008,250000
106,107,30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,7,1885,1995,Mansard,TA,TA,BrkTil,Fa,TA,0,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,1,0,2,1,TA,6,0,1,273,0,0,8,2007,100000
107,108,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1948,1950,Gable,TA,TA,CBlock,TA,TA,104,516,789,GasA,Ex,Y,SBrkr,789,0,789,1,0,2,1,TA,5,0,1,250,0,0,4,2008,115000
108,109,50,RM,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,7,1919,2005,Gable,TA,TA,CBlock,TA,TA,0,793,793,GasW,TA,N,FuseF,997,520,1517,2,0,3,1,Fa,7,0,0,0,0,0,8,2007,115000
109,110,20,RL,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1977,1977,Hip,TA,TA,CBlock,Gd,TA,705,1139,1844,GasA,Ex,Y,SBrkr,1844,0,1844,2,0,3,1,TA,7,1,2,546,122,0,1,2010,190000
110,111,50,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,4,1954,1972,Gable,TA,TA,CBlock,TA,Fa,444,550,994,GasA,Gd,Y,SBrkr,1216,639,1855,2,0,4,1,TA,7,0,1,325,0,0,10,2006,136900
111,112,80,RL,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,7,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,250,134,384,GasA,Ex,Y,SBrkr,774,656,1430,2,1,3,1,TA,7,1,2,400,0,0,4,2010,180000
112,113,60,RL,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2007,2007,Gable,Gd,TA,PConc,Ex,TA,984,280,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,2,1,4,1,Ex,10,1,3,792,184,0,10,2007,383970
113,114,20,RL,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,1Fam,1Story,6,5,1953,1953,Hip,TA,Gd,CBlock,Gd,TA,35,905,1809,GasA,TA,Y,SBrkr,2259,0,2259,2,0,3,1,Gd,7,2,2,450,120,0,10,2007,217000
114,115,70,RL,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,1Fam,2Story,6,8,1945,2002,Gambrel,TA,TA,CBlock,TA,TA,774,104,1028,GasA,Ex,Y,SBrkr,1436,884,2320,2,1,3,1,Gd,9,1,1,180,0,0,7,2007,259500
115,116,160,FV,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,TwnhsE,2Story,6,5,1999,1999,Gable,TA,TA,PConc,Gd,TA,419,310,729,GasA,Gd,Y,SBrkr,729,729,1458,2,1,2,1,TA,5,1,2,440,32,0,6,2007,176000
116,117,20,RL,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1962,1962,Gable,TA,TA,CBlock,TA,TA,170,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,1,0,3,1,TA,6,1,1,288,20,0,9,2009,139000
117,118,20,RL,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,2006,2007,Gable,TA,TA,PConc,Gd,TA,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,1125,1,1,2,1,TA,5,0,2,430,64,0,4,2007,155000
118,119,60,RL,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,1990,1990,Hip,TA,TA,PConc,Gd,TA,1470,203,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,3,0,5,1,Gd,11,2,3,594,0,0,5,2010,320000
119,120,60,RL,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,0,728,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,1,Gd,8,1,2,390,24,0,7,2006,163990
120,121,80,RL,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,1Fam,SLvl,6,5,1969,1969,Flat,TA,TA,CBlock,TA,TA,938,0,938,GasA,Ex,Y,SBrkr,988,0,988,1,0,1,1,TA,4,2,2,540,130,0,10,2006,180000
121,122,50,RM,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,5,1939,1950,Gable,TA,TA,PConc,TA,TA,0,732,732,GasA,Gd,Y,SBrkr,772,351,1123,1,0,3,1,TA,4,0,1,264,0,0,6,2007,100000
122,123,20,RL,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1958,1958,Hip,TA,Gd,CBlock,TA,TA,570,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,1,0,3,1,TA,5,0,1,288,0,0,6,2008,136000
123,124,120,RL,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,300,899,1199,GasA,Ex,Y,SBrkr,1199,0,1199,2,0,2,1,Gd,5,0,2,530,63,0,3,2008,153900
124,125,20,RL,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,6,5,1979,1998,Gable,TA,Gd,CBlock,Gd,Fa,0,1362,1362,GasA,TA,Y,SBrkr,1586,0,1586,2,0,3,1,TA,7,1,2,435,0,0,1,2009,181000
125,126,190,RM,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,6,8,1935,1982,Gable,TA,Fa,CBlock,TA,TA,490,30,520,GasA,Gd,N,SBrkr,520,0,754,1,0,2,1,TA,5,0,0,0,0,0,6,2006,84500
126,127,120,RL,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1976,1976,Gable,TA,TA,CBlock,Gd,TA,120,958,1078,GasA,TA,Y,SBrkr,958,0,958,2,0,2,1,TA,5,1,2,440,205,0,2,2007,128000
127,128,45,RM,4388,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Unf,5,7,1930,1950,Gable,TA,Gd,BrkTil,TA,TA,116,556,672,GasA,Ex,Y,SBrkr,840,0,840,1,0,3,1,TA,5,1,0,0,0,0,6,2007,87000
128,129,60,RL,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1966,1966,Gable,TA,TA,CBlock,TA,TA,512,148,660,GasA,TA,Y,SBrkr,660,688,1348,1,1,3,1,TA,6,1,2,453,108,0,7,2006,155000
129,130,20,RL,8973,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1958,1991,Gable,TA,TA,CBlock,TA,TA,567,413,1008,GasA,TA,Y,FuseA,1053,0,1053,1,1,3,1,Ex,6,0,2,750,80,0,7,2006,150000
130,131,60,RL,14200,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,6,1966,1966,Gable,TA,TA,CBlock,TA,TA,445,479,924,GasA,Ex,Y,SBrkr,1216,941,2157,2,1,4,1,Gd,8,2,2,487,66,0,5,2006,226000
131,132,60,RL,12224,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,2000,2000,Gable,Gd,TA,PConc,Gd,TA,695,297,992,GasA,Ex,Y,SBrkr,1022,1032,2054,2,1,3,1,Gd,7,1,2,390,48,0,7,2009,244000
132,133,20,RL,7388,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1959,2002,Gable,TA,TA,CBlock,TA,TA,405,658,1063,GasA,Gd,Y,SBrkr,1327,0,1327,1,0,3,1,Gd,7,0,2,624,0,0,7,2007,150750
133,134,20,RL,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2001,2002,Gable,Gd,TA,PConc,Ex,TA,1005,262,1267,GasA,Ex,Y,SBrkr,1296,0,1296,2,0,2,1,Gd,6,0,2,471,25,0,6,2009,220000
134,135,20,RL,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1968,1993,Gable,TA,TA,CBlock,TA,TA,570,891,1461,GasA,Gd,Y,SBrkr,1721,0,1721,2,1,3,1,TA,7,1,2,440,96,0,7,2006,180000
135,136,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,6,1970,1970,Hip,TA,TA,PConc,TA,TA,0,1304,1304,GasA,Gd,Y,SBrkr,1682,0,1682,2,0,3,1,TA,7,1,2,530,0,0,5,2008,174000
136,137,20,RL,10355,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1967,1967,Gable,TA,TA,CBlock,TA,TA,695,519,1214,GasA,TA,Y,SBrkr,1214,0,1214,2,0,3,1,TA,5,1,1,318,111,0,7,2007,143000
137,138,90,RL,11070,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,7,5,1988,1989,Gable,TA,TA,CBlock,TA,TA,0,1907,1907,GasA,Gd,Y,SBrkr,1959,0,1959,3,0,5,2,TA,9,0,3,766,0,0,7,2006,171000
138,139,60,RL,9066,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1999,2000,Gable,Gd,TA,PConc,Gd,TA,668,336,1004,GasA,Ex,Y,SBrkr,1004,848,1852,2,1,3,1,Gd,7,2,3,660,106,0,12,2008,230000
139,140,60,RL,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,TA,PConc,Gd,TA,821,107,928,GasA,Ex,Y,SBrkr,928,836,1764,2,1,3,1,Gd,7,0,2,470,99,0,8,2009,231500
140,141,20,RL,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1Story,4,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,432,432,864,GasA,TA,Y,SBrkr,864,0,864,1,0,3,1,TA,5,1,0,0,0,0,4,2010,115000
141,142,20,RL,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,1300,434,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,1,Gd,7,0,2,660,24,0,1,2006,260000
142,143,50,RL,8520,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,4,1952,1952,Gable,TA,Fa,CBlock,TA,TA,507,403,910,GasA,Fa,Y,SBrkr,910,475,1385,2,0,4,1,TA,6,0,2,720,0,0,6,2010,166000
143,144,20,RL,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1999,1999,Gable,Gd,TA,PConc,Gd,TA,679,811,1490,GasA,Ex,Y,SBrkr,1501,0,1501,2,0,3,1,Gd,6,0,2,577,29,0,6,2009,204000
144,145,90,RM,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,5,5,1963,1963,Gable,TA,TA,CBlock,TA,TA,1332,396,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,6,2,TA,10,0,2,504,0,0,11,2006,125000
145,146,160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,2004,2006,Gable,Gd,TA,PConc,Gd,TA,0,970,970,GasA,Ex,Y,SBrkr,970,739,1709,2,0,3,1,Gd,7,0,2,380,40,0,4,2006,130000
146,147,30,RM,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1931,1993,Gable,TA,TA,BrkTil,TA,TA,209,506,715,GasA,TA,Y,FuseA,875,0,875,1,0,2,1,TA,5,0,1,180,0,0,11,2009,105000
147,148,60,RL,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,2001,2001,Gable,Gd,TA,PConc,Gd,TA,0,884,884,GasA,Ex,Y,SBrkr,884,1151,2035,2,1,3,1,Gd,8,1,2,434,48,0,5,2010,222500
148,149,20,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2004,2005,Gable,TA,TA,PConc,Gd,TA,680,400,1080,GasA,Ex,Y,SBrkr,1080,0,1080,1,0,3,1,Gd,6,0,0,0,0,0,4,2008,141000
149,150,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,4,1936,1950,Gable,TA,TA,BrkTil,Gd,TA,0,896,896,GasA,Gd,Y,FuseA,896,448,1344,1,0,3,1,TA,7,0,1,240,114,0,4,2006,115000
150,151,20,RL,10356,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1975,1975,Gable,TA,TA,CBlock,TA,TA,716,253,969,GasA,TA,Y,SBrkr,969,0,969,1,1,3,1,TA,5,0,2,440,0,0,1,2007,122000
151,152,20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2007,2008,Hip,Gd,TA,PConc,Ex,TA,1400,310,1710,GasA,Ex,Y,SBrkr,1710,0,1710,2,0,2,1,Gd,6,1,3,866,102,0,1,2008,372402
152,153,60,RL,14803,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,6,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,416,409,825,GasA,Gd,Y,SBrkr,1097,896,1993,2,1,4,1,TA,8,1,2,495,66,0,6,2006,190000
153,154,20,RL,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1960,1975,Flat,TA,TA,CBlock,Gd,TA,429,93,1602,GasA,Gd,Y,SBrkr,1252,0,1252,1,0,1,1,TA,4,1,2,564,0,0,3,2008,235000
154,155,30,RM,11340,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1923,1950,Gable,TA,TA,BrkTil,TA,TA,0,1200,1200,GasA,TA,Y,FuseA,1200,0,1200,1,0,4,1,TA,7,0,1,312,0,0,3,2006,125000
155,156,50,RL,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,6,5,1924,1950,Gable,TA,TA,BrkTil,TA,TA,0,572,572,Grav,Fa,N,FuseF,572,524,1096,1,0,2,1,TA,5,0,0,0,8,0,4,2008,79000
156,157,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1950,1950,Hip,TA,TA,CBlock,,,0,0,0,GasA,TA,Y,FuseF,1040,0,1040,1,0,2,1,TA,5,0,2,625,0,0,6,2006,109500
157,158,60,RL,12003,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2009,2010,Gable,Gd,TA,PConc,Ex,TA,0,774,774,GasA,Ex,Y,SBrkr,774,1194,1968,2,1,4,1,Ex,8,1,3,680,75,0,5,2010,269500
158,159,60,FV,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,222,769,991,GasA,Ex,Y,SBrkr,991,956,1947,2,1,3,1,Gd,8,1,2,678,136,0,5,2010,254900
159,160,60,RL,19378,Pave,IR1,HLS,AllPub,Corner,Gtl,1Fam,2Story,7,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,57,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,2462,2,1,4,1,Gd,9,1,2,576,132,0,3,2006,320000
160,161,20,RL,11120,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,6,6,1984,1984,Gable,TA,TA,PConc,Gd,TA,660,572,1232,GasA,TA,Y,SBrkr,1232,0,1232,2,0,3,1,TA,6,0,2,516,0,0,6,2008,162500
161,162,60,RL,13688,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,9,5,2003,2004,Gable,Gd,TA,PConc,Ex,TA,1016,556,1572,GasA,Ex,Y,SBrkr,1572,1096,2668,2,1,3,1,Ex,10,2,3,726,0,0,3,2008,412500
162,163,20,RL,12182,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,1201,340,1541,GasA,Ex,Y,SBrkr,1541,0,1541,2,0,3,1,Gd,7,1,2,532,70,0,5,2010,220000
163,164,45,RL,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,4,6,1956,1956,Gable,TA,TA,CBlock,TA,TA,0,882,882,GasA,Ex,Y,SBrkr,882,0,882,1,0,1,1,TA,4,0,0,0,0,0,4,2007,103200
164,165,40,RM,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1926,2004,Gable,TA,Gd,BrkTil,TA,TA,370,779,1149,GasA,Gd,Y,FuseA,1149,467,1616,2,0,3,1,Gd,5,0,1,216,0,0,10,2007,152000
165,166,190,RL,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,5,7,1940,1999,Gable,TA,Gd,BrkTil,TA,TA,351,112,644,GasA,Gd,Y,SBrkr,808,547,1355,2,0,4,2,TA,6,0,0,0,0,0,9,2008,127500
166,167,20,RL,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1955,1993,Hip,Gd,TA,CBlock,TA,TA,379,470,1617,GasA,Ex,Y,FuseA,1867,0,1867,1,0,2,1,TA,7,3,1,303,0,0,11,2009,190000
167,168,60,RL,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2007,2007,Gable,Gd,TA,PConc,Ex,TA,1288,294,1582,GasA,Ex,Y,SBrkr,1610,551,2161,1,1,3,1,Ex,8,1,3,789,120,0,11,2007,325624
168,169,60,RL,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,0,840,840,GasA,Ex,Y,SBrkr,840,880,1720,2,1,3,1,Gd,7,1,2,440,48,0,5,2007,183500
169,170,20,RL,16669,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,8,6,1981,1981,Hip,Gd,TA,CBlock,Gd,TA,0,1686,1686,GasA,TA,Y,SBrkr,1707,0,1707,2,1,2,1,TA,6,1,2,511,64,0,1,2006,228000
170,171,50,RM,12358,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1941,1950,Gable,TA,TA,CBlock,TA,TA,360,360,720,GasA,TA,Y,SBrkr,854,0,1382,1,1,2,1,TA,7,0,2,660,0,0,5,2007,128500
171,172,20,RL,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1960,1960,Hip,TA,TA,CBlock,TA,Gd,639,441,1080,GasA,Fa,Y,SBrkr,1656,0,1656,1,0,3,1,TA,7,2,2,528,62,0,5,2010,215000
172,173,160,RL,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,7,1987,1987,Gable,Gd,Gd,PConc,Gd,Gd,495,354,1064,GasA,Gd,Y,SBrkr,1064,703,1767,2,0,2,1,Gd,5,1,2,504,35,0,6,2006,239000
173,174,20,RL,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1961,1961,Gable,TA,TA,CBlock,TA,TA,288,700,1362,GasA,TA,Y,SBrkr,1362,0,1362,1,1,3,1,TA,6,1,2,504,20,0,6,2008,163000
174,175,20,RL,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1986,1986,Gable,TA,TA,CBlock,Gd,Fa,1398,0,1606,GasA,TA,Y,SBrkr,1651,0,1651,2,0,3,1,TA,7,1,2,616,0,0,11,2008,184000
175,176,20,RL,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1950,2001,Gable,TA,TA,CBlock,TA,Gd,477,725,1202,GasA,TA,Y,SBrkr,2158,0,2158,2,0,4,1,Gd,7,1,2,576,29,0,6,2007,243000
176,177,60,RL,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1988,1989,Gable,Gd,TA,PConc,Gd,TA,831,320,1151,GasA,TA,Y,SBrkr,1164,896,2060,2,1,4,1,TA,8,1,2,521,228,0,9,2007,211000
177,178,50,RL,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1958,1958,Gable,Gd,Gd,CBlock,TA,TA,57,554,1052,GasA,Ex,Y,SBrkr,1252,668,1920,2,0,4,1,Gd,8,1,2,451,0,0,7,2006,172500
178,179,20,RL,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,9,5,2008,2009,Hip,Ex,TA,PConc,Ex,TA,1904,312,2216,GasA,Ex,Y,SBrkr,2234,0,2234,2,0,1,1,Ex,9,1,3,1166,60,0,7,2009,501837
179,180,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1923,2006,Gable,Gd,TA,CBlock,TA,TA,0,968,968,GasA,TA,Y,SBrkr,968,0,968,1,0,2,1,TA,5,0,2,480,0,0,7,2007,100000
180,181,160,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,2000,2000,Gable,Gd,TA,PConc,Gd,TA,436,320,756,GasA,Ex,Y,SBrkr,769,756,1525,2,1,3,1,Gd,5,1,2,440,0,0,6,2007,177000
181,182,70,RL,7588,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,1920,1950,Gable,TA,TA,BrkTil,Fa,TA,352,441,793,GasA,Gd,Y,SBrkr,901,901,1802,1,1,4,1,TA,9,1,1,216,0,0,7,2006,200100
182,183,20,RL,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1957,2006,Hip,TA,TA,PConc,,,0,0,0,GasA,Ex,Y,SBrkr,1340,0,1340,1,0,3,1,TA,7,1,1,252,0,0,6,2007,120000
183,184,50,RM,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,7,5,2003,2003,Gable,TA,TA,PConc,Gd,TA,0,1362,1362,GasA,Ex,Y,SBrkr,1362,720,2082,2,1,3,1,Gd,6,0,2,484,238,0,6,2008,200000
184,185,50,RL,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,8,1908,1991,Gable,TA,TA,PConc,Fa,TA,0,504,504,GasA,Gd,Y,SBrkr,936,316,1252,1,0,3,1,TA,5,0,2,576,0,0,6,2006,127000
185,186,75,RM,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,1Fam,2.5Fin,10,9,1892,1993,Gable,Gd,Gd,BrkTil,TA,TA,0,1107,1107,GasA,Ex,Y,SBrkr,1518,1518,3608,2,1,4,1,Ex,12,2,3,840,260,0,6,2006,475000
186,187,80,RL,9947,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SLvl,7,5,1990,1991,Gable,TA,TA,PConc,Gd,TA,611,577,1188,GasA,Ex,Y,SBrkr,1217,0,1217,2,0,3,1,Gd,6,0,2,497,27,0,6,2009,173000
187,188,50,RL,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,7,1916,1987,Gable,TA,TA,CBlock,Fa,TA,0,660,660,GasA,Ex,Y,SBrkr,808,704,1656,2,1,3,1,TA,8,0,1,180,0,0,8,2009,135000
