,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SaleFlag
85,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,1991,1992,Hip,Gd,TA,CBlock,Gd,TA,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,2417,2,1,4,1,Gd,9,1,TA,2,462,82,0,,,4,2006,Normal,Normal
86,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,0,684,684,GasA,Ex,Y,SBrkr,684,876,1560,2,1,3,1,Gd,6,1,Gd,2,400,38,0,,,3,2009,Normal,Normal
87,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,TwnhsE,2Story,6,5,2009,2009,Gable,Gd,TA,PConc,Gd,TA,0,612,612,GasA,Ex,Y,SBrkr,612,612,1224,2,1,2,1,Gd,4,0,,2,528,234,0,,,6,2009,Partial,Abnorml
88,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,3,2,1915,1982,Hip,Fa,Fa,CBlock,TA,Fa,0,1013,1013,GasA,TA,N,SBrkr,1013,0,1526,1,0,2,1,Fa,6,0,,0,0,0,0,,MnPrv,10,2009,Abnorml,Abnorml
89,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1994,1995,Gable,TA,TA,PConc,Gd,TA,588,402,990,GasA,Ex,Y,SBrkr,990,0,990,1,0,3,1,TA,5,0,,0,0,0,0,,,8,2007,Normal,Normal
90,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1950,1950,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,FuseA,1040,0,1040,1,0,2,1,TA,4,0,,2,420,29,0,,,7,2006,Normal,Normal
91,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,3,1961,1961,Hip,TA,TA,CBlock,TA,TA,600,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,1,0,2,1,TA,6,0,,2,480,0,0,,GdWo,12,2006,Abnorml,Abnorml
92,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,1Fam,1Story,5,7,1921,2006,Gable,TA,Gd,BrkTil,Gd,TA,713,163,876,GasA,Ex,Y,SBrkr,964,0,964,1,0,2,1,TA,5,0,,2,432,0,0,,,8,2009,Normal,Normal
93,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,2fmCon,2.5Unf,6,6,1910,1998,Hip,TA,TA,BrkTil,TA,Fa,1046,168,1214,GasW,Ex,N,SBrkr,1260,1031,2291,2,0,4,2,TA,9,1,Gd,2,506,0,0,,,11,2007,Normal,Normal
94,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,Gd,PConc,Gd,TA,648,176,824,GasA,Ex,Y,SBrkr,905,881,1786,2,1,3,1,Gd,7,0,,2,684,162,0,,,5,2007,Normal,Normal
95,60,RL,,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,8,1993,1993,Gable,Ex,Gd,PConc,Gd,Gd,310,370,680,GasA,Gd,Y,SBrkr,680,790,1470,2,1,3,1,TA,6,1,TA,2,420,63,0,,,4,2009,Normal,Normal
96,20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1999,1999,Gable,Gd,TA,PConc,Gd,TA,1162,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,2,0,3,1,Gd,6,0,,2,472,29,0,,,8,2006,Normal,Normal
97,20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,1Fam,1Story,4,5,1965,1965,Hip,TA,TA,CBlock,TA,TA,520,440,960,GasA,TA,Y,FuseF,960,0,960,1,0,3,1,TA,6,0,,1,432,0,0,,,5,2007,Normal,Normal
98,30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1920,1950,Gable,TA,TA,BrkTil,TA,TA,108,350,458,GasA,Fa,N,SBrkr,835,0,835,1,0,2,1,TA,5,0,,1,366,0,0,,,5,2010,Abnorml,Abnorml
99,20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1959,1959,Gable,TA,TA,CBlock,TA,TA,569,381,950,GasA,Fa,Y,SBrkr,1225,0,1225,1,1,3,1,TA,6,0,,0,0,0,0,,,1,2010,Normal,Normal
100,20,RL,,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1977,2001,Gable,TA,TA,PConc,TA,TA,1200,410,1610,GasA,Gd,Y,SBrkr,1610,0,1610,2,0,3,1,Gd,6,2,TA,2,480,68,0,,,2,2010,Normal,Normal
101,60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1985,1985,Gable,Gd,TA,CBlock,Gd,TA,0,741,741,GasA,TA,Y,SBrkr,977,755,1732,2,1,3,1,Gd,7,1,TA,2,476,46,0,,,6,2010,Normal,Normal
102,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,Duplex,1Story,5,5,1979,1979,Gable,TA,Fa,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1535,0,1535,2,0,4,2,TA,8,0,,2,410,0,0,,,6,2009,Alloca,Abnorml
103,20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2009,2009,Gable,TA,TA,PConc,Gd,TA,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,1226,2,0,3,1,Gd,6,0,,3,740,36,0,,,5,2010,Normal,Normal
104,50,RM,,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,7,4,1931,1950,Gable,TA,Fa,PConc,TA,TA,224,816,1040,GasA,Ex,Y,FuseF,1226,592,1818,1,1,4,1,TA,7,2,TA,1,240,0,0,,,6,2007,Normal,Normal
105,60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2003,2004,Hip,Gd,TA,PConc,Ex,TA,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,1992,2,1,3,1,Gd,9,1,Gd,2,648,45,0,,,8,2008,Normal,Normal
106,30,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,7,1885,1995,Mansard,TA,TA,BrkTil,Fa,TA,0,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,1,0,2,1,TA,6,0,,1,273,0,0,,,8,2007,Normal,Normal
107,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1948,1950,Gable,TA,TA,CBlock,TA,TA,104,516,789,GasA,Ex,Y,SBrkr,789,0,789,1,0,2,1,TA,5,0,,1,250,0,0,,,4,2008,Partial,Abnorml
108,50,RM,85.0,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,7,1919,2005,Gable,TA,TA,CBlock,TA,TA,0,793,793,GasW,TA,N,FuseF,997,520,1517,2,0,3,1,Fa,7,0,,0,0,0,0,,,8,2007,Normal,Normal
109,20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1977,1977,Hip,TA,TA,CBlock,Gd,TA,705,1139,1844,GasA,Ex,Y,SBrkr,1844,0,1844,2,0,3,1,TA,7,1,TA,2,546,122,0,,MnPrv,1,2010,Normal,Normal
110,50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,4,1954,1972,Gable,TA,TA,CBlock,TA,Fa,444,550,994,GasA,Gd,Y,SBrkr,1216,639,1855,2,0,4,1,TA,7,0,,1,325,0,0,,,10,2006,Normal,Normal
111,80,RL,,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,7,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,250,134,384,GasA,Ex,Y,SBrkr,774,656,1430,2,1,3,1,TA,7,1,TA,2,400,0,0,,,4,2010,Normal,Normal
112,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2007,2007,Gable,Gd,TA,PConc,Ex,TA,984,280,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,2,1,4,1,Ex,10,1,Gd,3,792,184,0,,,10,2007,Partial,Abnorml
113,20,RL,,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,1Fam,1Story,6,5,1953,1953,Hip,TA,Gd,CBlock,Gd,TA,35,905,1809,GasA,TA,Y,SBrkr,2259,0,2259,2,0,3,1,Gd,7,2,Gd,2,450,120,0,,MnPrv,10,2007,Abnorml,Abnorml
114,70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,1Fam,2Story,6,8,1945,2002,Gambrel,TA,TA,CBlock,TA,TA,774,104,1028,GasA,Ex,Y,SBrkr,1436,884,2320,2,1,3,1,Gd,9,1,TA,1,180,0,0,,MnPrv,7,2007,Normal,Normal
115,160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,TwnhsE,2Story,6,5,1999,1999,Gable,TA,TA,PConc,Gd,TA,419,310,729,GasA,Gd,Y,SBrkr,729,729,1458,2,1,2,1,TA,5,1,Fa,2,440,32,0,,,6,2007,Normal,Normal
116,20,RL,,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1962,1962,Gable,TA,TA,CBlock,TA,TA,170,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,1,0,3,1,TA,6,1,Po,1,288,20,0,,,9,2009,Normal,Normal
117,20,RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,2006,2007,Gable,TA,TA,PConc,Gd,TA,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,1125,1,1,2,1,TA,5,0,,2,430,64,0,,,4,2007,Partial,Abnorml
118,60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,1990,1990,Hip,TA,TA,PConc,Gd,TA,1470,203,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,3,0,5,1,Gd,11,2,TA,3,594,0,0,,,5,2010,Normal,Normal
119,60,RL,65.0,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,0,728,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,1,Gd,8,1,Gd,2,390,24,0,,,7,2006,Partial,Abnorml
120,80,RL,,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,1Fam,SLvl,6,5,1969,1969,Flat,TA,TA,CBlock,TA,TA,938,0,938,GasA,Ex,Y,SBrkr,988,0,988,1,0,1,1,TA,4,2,TA,2,540,130,0,,,10,2006,Normal,Normal
121,50,RM,50.0,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,5,1939,1950,Gable,TA,TA,PConc,TA,TA,0,732,732,GasA,Gd,Y,SBrkr,772,351,1123,1,0,3,1,TA,4,0,,1,264,0,0,,MnPrv,6,2007,Normal,Normal
122,20,RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1958,1958,Hip,TA,Gd,CBlock,TA,TA,570,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,1,0,3,1,TA,5,0,,1,288,0,0,,,6,2008,Normal,Normal
123,120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,300,899,1199,GasA,Ex,Y,SBrkr,1199,0,1199,2,0,2,1,Gd,5,0,,2,530,63,0,,,3,2008,Normal,Normal
124,20,RL,48.0,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,6,5,1979,1998,Gable,TA,Gd,CBlock,Gd,Fa,0,1362,1362,GasA,TA,Y,SBrkr,1586,0,1586,2,0,3,1,TA,7,1,TA,2,435,0,0,,,1,2009,Normal,Normal
125,190,RM,60.0,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,6,8,1935,1982,Gable,TA,Fa,CBlock,TA,TA,490,30,520,GasA,Gd,N,SBrkr,520,0,754,1,0,2,1,TA,5,0,,0,0,0,0,,,6,2006,Normal,Normal
126,120,RL,,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1976,1976,Gable,TA,TA,CBlock,Gd,TA,120,958,1078,GasA,TA,Y,SBrkr,958,0,958,2,0,2,1,TA,5,1,TA,2,440,205,0,,,2,2007,Normal,Normal
127,45,RM,55.0,4388,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Unf,5,7,1930,1950,Gable,TA,Gd,BrkTil,TA,TA,116,556,672,GasA,Ex,Y,SBrkr,840,0,840,1,0,3,1,TA,5,1,TA,0,0,0,0,,,6,2007,Normal,Normal
128,60,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1966,1966,Gable,TA,TA,CBlock,TA,TA,512,148,660,GasA,TA,Y,SBrkr,660,688,1348,1,1,3,1,TA,6,1,Fa,2,453,108,0,,,7,2006,Normal,Normal
129,20,RL,69.0,8973,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1958,1991,Gable,TA,TA,CBlock,TA,TA,567,413,1008,GasA,TA,Y,FuseA,1053,0,1053,1,1,3,1,Ex,6,0,,2,750,80,0,,MnWw,7,2006,Abnorml,Abnorml
130,60,RL,88.0,14200,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,6,1966,1966,Gable,TA,TA,CBlock,TA,TA,445,479,924,GasA,Ex,Y,SBrkr,1216,941,2157,2,1,4,1,Gd,8,2,Gd,2,487,66,0,,GdPrv,5,2006,Normal,Normal
131,60,RL,,12224,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,2000,2000,Gable,Gd,TA,PConc,Gd,TA,695,297,992,GasA,Ex,Y,SBrkr,1022,1032,2054,2,1,3,1,Gd,7,1,TA,2,390,48,0,,,7,2009,Normal,Normal
132,20,RL,75.0,7388,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1959,2002,Gable,TA,TA,CBlock,TA,TA,405,658,1063,GasA,Gd,Y,SBrkr,1327,0,1327,1,0,3,1,Gd,7,0,,2,624,0,0,,,7,2007,Normal,Normal
133,20,RL,,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2001,2002,Gable,Gd,TA,PConc,Ex,TA,1005,262,1267,GasA,Ex,Y,SBrkr,1296,0,1296,2,0,2,1,Gd,6,0,,2,471,25,0,,,6,2009,Normal,Normal
134,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1968,1993,Gable,TA,TA,CBlock,TA,TA,570,891,1461,GasA,Gd,Y,SBrkr,1721,0,1721,2,1,3,1,TA,7,1,TA,2,440,96,0,,MnPrv,7,2006,Normal,Normal
135,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,6,1970,1970,Hip,TA,TA,PConc,TA,TA,0,1304,1304,GasA,Gd,Y,SBrkr,1682,0,1682,2,0,3,1,TA,7,1,Gd,2,530,0,0,,MnPrv,5,2008,Normal,Normal
136,20,RL,,10355,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1967,1967,Gable,TA,TA,CBlock,TA,TA,695,519,1214,GasA,TA,Y,SBrkr,1214,0,1214,2,0,3,1,TA,5,1,Fa,1,318,111,0,,,7,2007,Normal,Normal
137,90,RL,82.0,11070,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,7,5,1988,1989,Gable,TA,TA,CBlock,TA,TA,0,1907,1907,GasA,Gd,Y,SBrkr,1959,0,1959,3,0,5,2,TA,9,0,,3,766,0,0,,,7,2006,Family,Abnorml
138,60,RL,73.0,9066,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1999,2000,Gable,Gd,TA,PConc,Gd,TA,668,336,1004,GasA,Ex,Y,SBrkr,1004,848,1852,2,1,3,1,Gd,7,2,TA,3,660,106,0,,GdPrv,12,2008,Normal,Normal
139,60,RL,65.0,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,TA,PConc,Gd,TA,821,107,928,GasA,Ex,Y,SBrkr,928,836,1764,2,1,3,1,Gd,7,0,,2,470,99,0,,MnPrv,8,2009,Normal,Normal
140,20,RL,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1Story,4,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,432,432,864,GasA,TA,Y,SBrkr,864,0,864,1,0,3,1,TA,5,1,Po,0,0,0,0,,,4,2010,Normal,Normal
141,20,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,1300,434,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,1,Gd,7,0,,2,660,24,0,,,1,2006,Normal,Normal
142,50,RL,71.0,8520,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,4,1952,1952,Gable,TA,Fa,CBlock,TA,TA,507,403,910,GasA,Fa,Y,SBrkr,910,475,1385,2,0,4,1,TA,6,0,,2,720,0,0,,MnPrv,6,2010,Normal,Normal
143,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1999,1999,Gable,Gd,TA,PConc,Gd,TA,679,811,1490,GasA,Ex,Y,SBrkr,1501,0,1501,2,0,3,1,Gd,6,0,,2,577,29,0,,,6,2009,Normal,Normal
144,90,RM,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,5,5,1963,1963,Gable,TA,TA,CBlock,TA,TA,1332,396,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,6,2,TA,10,0,,2,504,0,0,,,11,2006,Abnorml,Abnorml
145,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,2004,2006,Gable,Gd,TA,PConc,Gd,TA,0,970,970,GasA,Ex,Y,SBrkr,970,739,1709,2,0,3,1,Gd,7,0,,2,380,40,0,,,4,2006,Normal,Normal
146,30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1931,1993,Gable,TA,TA,BrkTil,TA,TA,209,506,715,GasA,TA,Y,FuseA,875,0,875,1,0,2,1,TA,5,0,,1,180,0,0,,,11,2009,Normal,Normal
147,60,RL,,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,2001,2001,Gable,Gd,TA,PConc,Gd,TA,0,884,884,GasA,Ex,Y,SBrkr,884,1151,2035,2,1,3,1,Gd,8,1,Gd,2,434,48,0,,,5,2010,Normal,Normal
148,20,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2004,2005,Gable,TA,TA,PConc,Gd,TA,680,400,1080,GasA,Ex,Y,SBrkr,1080,0,1080,1,0,3,1,Gd,6,0,,0,0,0,0,,,4,2008,Normal,Normal
149,50,RM,,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,4,1936,1950,Gable,TA,TA,BrkTil,Gd,TA,0,896,896,GasA,Gd,Y,FuseA,896,448,1344,1,0,3,1,TA,7,0,,1,240,114,0,,,4,2006,Normal,Normal
150,20,RL,120.0,10356,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1975,1975,Gable,TA,TA,CBlock,TA,TA,716,253,969,GasA,TA,Y,SBrkr,969,0,969,1,1,3,1,TA,5,0,,2,440,0,0,,MnPrv,1,2007,Normal,Normal
151,20,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2007,2008,Hip,Gd,TA,PConc,Ex,TA,1400,310,1710,GasA,Ex,Y,SBrkr,1710,0,1710,2,0,2,1,Gd,6,1,Gd,3,866,102,0,,,1,2008,Partial,Abnorml
152,60,RL,,14803,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,6,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,416,409,825,GasA,Gd,Y,SBrkr,1097,896,1993,2,1,4,1,TA,8,1,Gd,2,495,66,0,,GdWo,6,2006,Normal,Normal
153,20,RL,,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1960,1975,Flat,TA,TA,CBlock,Gd,TA,429,93,1602,GasA,Gd,Y,SBrkr,1252,0,1252,1,0,1,1,TA,4,1,Gd,2,564,0,0,,,3,2008,Normal,Normal
154,30,RM,84.0,11340,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1923,1950,Gable,TA,TA,BrkTil,TA,TA,0,1200,1200,GasA,TA,Y,FuseA,1200,0,1200,1,0,4,1,TA,7,0,,1,312,0,0,,,3,2006,Family,Abnorml
155,50,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,6,5,1924,1950,Gable,TA,TA,BrkTil,TA,TA,0,572,572,Grav,Fa,N,FuseF,572,524,1096,1,0,2,1,TA,5,0,,0,0,8,0,,,4,2008,Normal,Normal
156,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1950,1950,Hip,TA,TA,CBlock,,,0,0,0,GasA,TA,Y,FuseF,1040,0,1040,1,0,2,1,TA,5,0,,2,625,0,0,,,6,2006,Normal,Normal
157,60,RL,92.0,12003,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2009,2010,Gable,Gd,TA,PConc,Ex,TA,0,774,774,GasA,Ex,Y,SBrkr,774,1194,1968,2,1,4,1,Ex,8,1,Gd,3,680,75,0,,,5,2010,Partial,Abnorml
158,60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,222,769,991,GasA,Ex,Y,SBrkr,991,956,1947,2,1,3,1,Gd,8,1,Gd,2,678,136,0,,GdWo,5,2010,Normal,Normal
159,60,RL,134.0,19378,Pave,IR1,HLS,AllPub,Corner,Gtl,1Fam,2Story,7,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,57,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,2462,2,1,4,1,Gd,9,1,Gd,2,576,132,0,,,3,2006,Partial,Abnorml
160,20,RL,,11120,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,6,6,1984,1984,Gable,TA,TA,PConc,Gd,TA,660,572,1232,GasA,TA,Y,SBrkr,1232,0,1232,2,0,3,1,TA,6,0,,2,516,0,0,,,6,2008,Normal,Normal
161,60,RL,110.0,13688,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,9,5,2003,2004,Gable,Gd,TA,PConc,Ex,TA,1016,556,1572,GasA,Ex,Y,SBrkr,1572,1096,2668,2,1,3,1,Ex,10,2,Gd,3,726,0,0,,,3,2008,Normal,Normal
162,20,RL,95.0,12182,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,1201,340,1541,GasA,Ex,Y,SBrkr,1541,0,1541,2,0,3,1,Gd,7,1,Gd,2,532,70,0,,,5,2010,Partial,Abnorml
163,45,RL,55.0,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,4,6,1956,1956,Gable,TA,TA,CBlock,TA,TA,0,882,882,GasA,Ex,Y,SBrkr,882,0,882,1,0,1,1,TA,4,0,,0,0,0,0,,MnPrv,4,2007,Normal,Normal
164,40,RM,40.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1926,2004,Gable,TA,Gd,BrkTil,TA,TA,370,779,1149,GasA,Gd,Y,FuseA,1149,467,1616,2,0,3,1,Gd,5,0,,1,216,0,0,,,10,2007,Normal,Normal
165,190,RL,62.0,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,5,7,1940,1999,Gable,TA,Gd,BrkTil,TA,TA,351,112,644,GasA,Gd,Y,SBrkr,808,547,1355,2,0,4,2,TA,6,0,,0,0,0,0,,,9,2008,Normal,Normal
166,20,RL,,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1955,1993,Hip,Gd,TA,CBlock,TA,TA,379,470,1617,GasA,Ex,Y,FuseA,1867,0,1867,1,0,2,1,TA,7,3,Gd,1,303,0,0,,GdWo,11,2009,Normal,Normal
167,60,RL,86.0,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2007,2007,Gable,Gd,TA,PConc,Ex,TA,1288,294,1582,GasA,Ex,Y,SBrkr,1610,551,2161,1,1,3,1,Ex,8,1,Gd,3,789,120,0,,,11,2007,Partial,Abnorml
168,60,RL,62.0,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,0,840,840,GasA,Ex,Y,SBrkr,840,880,1720,2,1,3,1,Gd,7,1,Gd,2,440,48,0,,,5,2007,Normal,Normal
169,20,RL,,16669,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,8,6,1981,1981,Hip,Gd,TA,CBlock,Gd,TA,0,1686,1686,GasA,TA,Y,SBrkr,1707,0,1707,2,1,2,1,TA,6,1,TA,2,511,64,0,,,1,2006,Normal,Normal
170,50,RM,,12358,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1941,1950,Gable,TA,TA,CBlock,TA,TA,360,360,720,GasA,TA,Y,SBrkr,854,0,1382,1,1,2,1,TA,7,0,,2,660,0,0,,,5,2007,Normal,Normal
171,20,RL,141.0,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1960,1960,Hip,TA,TA,CBlock,TA,Gd,639,441,1080,GasA,Fa,Y,SBrkr,1656,0,1656,1,0,3,1,TA,7,2,Gd,2,528,62,0,,,5,2010,Normal,Normal
172,160,RL,44.0,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,7,1987,1987,Gable,Gd,Gd,PConc,Gd,Gd,495,354,1064,GasA,Gd,Y,SBrkr,1064,703,1767,2,0,2,1,Gd,5,1,TA,2,504,35,0,,,6,2006,Normal,Normal
